campus,bldgno,bldgname,tstamp,Year,Month,Day,Hour,KW,KWS,CHWTON,HTmmBTU,Combined mmBTU,Combined Tons Carbon,KW#Houses,KWlightbulbs,KWgalsgas,CHWTON#Houses,CHWTONlightbulbs,CHWTONgalsgas,HTmmBTU#Houses,HTmmBTUlightbulbs,HTmmBTUgalsgas,Total#Houses,Totallightbulbs,Totalgalsgas,GHG,DOW,tstamp2,total
All Campuses,, , ,2018,1,1, ,506469.74,64997.25,72893.23,370.94,2973.8,543.55,144706,36176424,13825,73244,18306406,6998,31060,7763131,2967,249010,62245961,631800,239.689,2,2018-01-01T00:00:00.000,2973.8
All Campuses,, , ,2018,1,2, ,552186.39,57655.8,88989.68,365.63,3317.65,606.4,157768,39441901,15073,89418,22348869,8543,30616,7652082,2925,277802,69442852,764960,268.531,3,2018-01-02T00:00:00.000,3317.65
All Campuses,, , ,2018,1,3, ,574436.67,49949.1,113871.81,284.94,3611.47,660.1,164125,41031207,15680,114420,28597766,10932,23860,5963439,2280,302405,75592413,966144,284.778,4,2018-01-03T00:00:00.000,3611.47
All Campuses,, , ,2018,1,4, ,578616.59,68599.2,129642.87,225.02,3755.06,686.34,165319,41329773,15794,130267,32558510,12446,18842,4709287,1800,314428,78597571,1092708,276.964,5,2018-01-04T00:00:00.000,3755.06
All Campuses,, , ,2018,1,5, ,590163.43,69812.03,114585.69,227.35,3616.1,660.95,168618,42154548,16110,115137,28777050,11000,19037,4758103,1819,302793,75689701,973360,282.618,6,2018-01-05T00:00:00.000,3616.1
All Campuses,, , ,2018,1,6, ,533309.16,44924.89,107786.21,223.24,3336.4,609.82,152374,38093527,14558,108305,27069428,10347,18693,4672025,1786,279372,69834980,913506,265.146,7,2018-01-06T00:00:00.000,3336.4
All Campuses,, , ,2018,1,7, ,532914.35,54203.61,113534.52,226.7,3407.49,622.82,152261,38065326,14547,114081,28513058,10899,18983,4744444,1814,285325,71322828,959454,259.943,1,2018-01-07T00:00:00.000,3407.49
All Campuses,, , ,2018,1,8, ,619604.16,33959.84,124473.17,226.93,3834.78,700.92,177030,44257458,16913,125073,31260192,11949,19002,4749251,1815,321104,80266902,1055285,318.007,2,2018-01-08T00:00:00.000,3834.78
All Campuses,, , ,2018,1,9, ,633177.33,46206.08,137015.08,210.32,4014.99,733.85,180908,45226970,17284,137675,34409968,13153,17611,4401688,1683,336194,84038627,1156922,318.742,3,2018-01-09T00:00:00.000,4014.99
All Campuses,, , ,2018,1,10, ,607862.01,45423.92,102034.3,252.89,3551.41,649.13,173675,43418732,16593,102526,25624895,9795,21175,5292479,2023,297376,74336106,874650,305.401,4,2018-01-10T00:00:00.000,3551.41
All Campuses,, , ,2018,1,11, ,603088.52,70943.99,104651.6,228.48,3542.12,647.43,172311,43077769,16463,105156,26282203,10047,19131,4781647,1828,296598,74141619,895128,288.953,5,2018-01-11T00:00:00.000,3542.12
All Campuses,, , ,2018,1,12, ,592060.53,69728.29,107911.06,233.13,3548.26,648.55,169160,42290054,16161,108431,27100784,10359,19521,4879080,1865,297112,74269919,920145,283.603,6,2018-01-12T00:00:00.000,3548.26
All Campuses,, , ,2018,1,13, ,546648.93,73443.63,116008.3,233.34,3490.68,638.02,156185,39046368,14922,116567,29134325,11137,19538,4883353,1867,292291,73064047,980564,256.924,7,2018-01-13T00:00:00.000,3490.68
All Campuses,, , ,2018,1,14, ,521444.82,67898.8,116661.55,227.6,3406.78,622.68,148984,37246073,14234,117223,29298381,11200,19058,4763324,1821,285266,71307779,983369,246.371,1,2018-01-14T00:00:00.000,3406.78
All Campuses,, , ,2018,1,15, ,545010.47,61167.14,104497.08,228.17,3341.79,610.81,155717,38929335,14877,105000,26243397,10032,19106,4775300,1825,279824,69948032,888316,262.614,2,2018-01-15T00:00:00.000,3341.79
All Campuses,, , ,2018,1,16, ,630744.29,55348.48,121128.96,228.76,3834.5,700.87,180213,45053181,17217,121712,30420326,11628,19155,4787574,1830,321080,80261081,1029601,312.453,3,2018-01-16T00:00:00.000,3834.5
All Campuses,, , ,2018,1,17, ,614560.24,74884.71,117111.53,247.55,3749.85,685.4,175589,43897178,16776,117675,29411391,11243,20728,5180808,1980,313993,78489377,995910,293.07,4,2018-01-17T00:00:00.000,3749.85
All Campuses,, , ,2018,1,18, ,613747.43,71838.89,118313.42,243.78,3757.74,686.84,175356,43839120,16753,118883,29713232,11358,20413,5101957,1950,314652,78654309,1005447,294.263,5,2018-01-18T00:00:00.000,3757.74
All Campuses,, , ,2018,1,19, ,630397.78,77221.99,120971.13,237.38,3840.04,701.88,180114,45028431,17208,121554,30380689,11613,19877,4967938,1899,321544,80377057,1028306,300.38,6,2018-01-19T00:00:00.000,3840.04
All Campuses,, , ,2018,1,20, ,521765.61,14123.08,88277.94,248.62,3088.29,564.48,149076,37268987,14243,88703,22170122,8475,20818,5203131,1989,258597,64642240,756334,275.648,7,2018-01-20T00:00:00.000,3088.29
All Campuses,, , ,2018,1,21, ,519501.6,79824.23,77861.41,298.62,3005.57,549.36,148429,37107272,14181,78236,19554116,7475,25005,6249609,2389,251670,62910996,672790,238.762,1,2018-01-21T00:00:00.000,3005.57
All Campuses,, , ,2018,1,22, ,603606.48,66787.57,83678.99,315.76,3379.5,617.71,172459,43114766,16477,84082,21015142,8033,26440,6608404,2526,282981,70738312,727406,291.511,2,2018-01-22T00:00:00.000,3379.5
All Campuses,, , ,2018,1,23, ,616903.16,80212.22,104654.19,297.26,3658.08,668.63,176258,44064529,16840,105158,26282853,10047,24891,6221265,2378,306307,76568646,896482,291.364,3,2018-01-23T00:00:00.000,3658.08
All Campuses,, , ,2018,1,24, ,622211.92,84776.73,126968.99,281.33,3928.03,717.96,177775,44443726,16985,127580,31886992,12189,23557,5887700,2251,328912,82218418,1075507,291.81,4,2018-01-24T00:00:00.000,3928.03
All Campuses,, , ,2018,1,25, ,618286.25,76896.3,137903.64,264,4028.52,736.32,176653,44163321,16877,138568,34633121,13239,22106,5524995,2112,337326,84321437,1162606,294,5,2018-01-25T00:00:00.000,4028.52
All Campuses,, , ,2018,1,26, ,592546.89,73736.08,108675.1,262.61,3588.57,655.92,169299,42324795,16175,109198,27292665,10433,21990,5496036,2101,300487,75113496,926307,281.726,6,2018-01-26T00:00:00.000,3588.57
All Campuses,, , ,2018,1,27, ,560929.52,73885.61,105176.65,263.05,3439.14,628.6,160266,40066410,15312,105683,26414064,10097,22026,5505195,2104,287975,71985669,895285,264.456,7,2018-01-27T00:00:00.000,3439.14
All Campuses,, , ,2018,1,28, ,538632.34,77681.72,135005.91,245.59,3703.55,676.92,153895,38473754,14703,135656,33905383,12961,20564,5139736,1965,310115,77518873,1131775,250.26,1,2018-01-28T00:00:00.000,3703.55
All Campuses,, , ,2018,1,29, ,626315.21,75026.22,161791.36,234.14,4312.71,788.26,178947,44736819,17097,162570,40632281,15532,19605,4900108,1873,361123,90269208,1354475,299.342,2,2018-01-29T00:00:00.000,4312.71
All Campuses,, , ,2018,1,30, ,630490.08,63357.23,148611.28,229.73,4164.38,761.16,180140,45035023,17210,149327,37322236,14267,19236,4807780,1838,348703,87165039,1249435,307.959,3,2018-01-30T00:00:00.000,4164.38
All Campuses,, , ,2018,1,31, ,625372.16,75289.22,142639.57,228.71,4074.24,744.68,178678,44669458,17071,143326,35822503,13693,19151,4786436,1830,341155,85278397,1201170,298.694,4,2018-01-31T00:00:00.000,4074.24
All Campuses,, , ,2018,2,1, ,621126.84,72559.94,146140.7,468,4341.06,793.44,177465,44366220,16955,146844,36701775,14030,39188,9794546,3744,363497,90862541,1228794,297.886,5,2018-02-01T00:00:00.000,4341.06
All Campuses,, , ,2018,2,2, ,615069.58,68280.74,140708.03,236.24,4023.44,735.4,175734,43933559,16790,141386,35337414,13508,19782,4944195,1890,336901,84215168,1184729,296.92,6,2018-02-02T00:00:00.000,4023.44
All Campuses,, , ,2018,2,3, ,573334.83,75454.8,134673.87,235.18,3807.57,695.94,163810,40952504,15650,135322,33821995,12929,19693,4922034,1881,318825,79696533,1132450,270.361,7,2018-02-03T00:00:00.000,3807.57
All Campuses,, , ,2018,2,4, ,544792.34,73288.39,130886.94,225.35,3654.9,668.03,155655,38913754,14871,131517,32870947,12565,18869,4716150,1803,306041,76500851,1099413,256.018,1,2018-02-04T00:00:00.000,3654.9
All Campuses,, , ,2018,2,5, ,606625.17,74426.16,147787.53,223.59,4066.94,743.34,173321,43330387,16559,148499,37115361,14188,18723,4679478,1789,340543,85125226,1240553,288.994,2,2018-02-05T00:00:00.000,4066.94
All Campuses,, , ,2018,2,6, ,626474.35,74312.76,150064.7,219.34,4157.73,759.94,178993,44748186,17101,150787,37687250,14406,18366,4590393,1755,348146,87025828,1260676,299.817,3,2018-02-06T00:00:00.000,4157.73
All Campuses,, , ,2018,2,7, ,630651.68,94351.34,154550.32,235.06,4241.54,775.26,180186,45046567,17215,155294,38813766,14837,19683,4919471,1880,355164,88779804,1296963,291.214,4,2018-02-07T00:00:00.000,4241.54
All Campuses,, , ,2018,2,8, ,647688.41,99895.26,169681.06,233.88,4480.05,818.85,185054,46263476,17680,170498,42613702,16289,19583,4894635,1871,375135,93771814,1419644,297.47,5,2018-02-08T00:00:00.000,4480.05
All Campuses,, , ,2018,2,9, ,632815.81,101484.29,163340.43,226.92,4346.26,794.39,180805,45201147,17274,164127,41021315,15681,19001,4749098,1815,363933,90971560,1367491,288.532,6,2018-02-09T00:00:00.000,4346.26
All Campuses,, , ,2018,2,10, ,589393.5,87274.71,151622.35,223.44,4054,740.98,168398,42099552,16089,152352,38078437,14556,18710,4676269,1788,339460,84854258,1269577,272.631,7,2018-02-10T00:00:00.000,4054
All Campuses,, , ,2018,2,11, ,563802.74,101990.72,146497.68,225.81,3907.55,714.21,161086,40271641,15390,147203,36791427,14064,18908,4725793,1806,327197,81788860,1226124,250.758,1,2018-02-11T00:00:00.000,3907.55
All Campuses,, , ,2018,2,12, ,608189.45,19153.73,137978.99,221.24,3952.21,722.38,173768,43442121,16602,138643,34652043,13246,18525,4630112,1770,330937,82724275,1162235,319.843,2,2018-02-12T00:00:00.000,3952.21
All Campuses,, , ,2018,2,13, ,637330.28,61036.28,132454.64,196.79,3960.91,723.97,182094,45523609,17397,133092,33264658,12716,16479,4118591,1574,331665,82906858,1120836,312.915,3,2018-02-13T00:00:00.000,3960.91
All Campuses,, , ,2018,2,14, ,623405.26,14233.07,89771.36,253.4,3457.81,632.03,178116,44528965,17017,90204,22545180,8618,21219,5303333,2027,289538,72377479,778039,330.784,4,2018-02-14T00:00:00.000,3457.81
All Campuses,, , ,2018,2,15, ,614624.56,55003.19,100730.54,251.65,3557.61,650.26,175607,43901772,16777,101216,25297469,9670,21072,5266722,2013,297895,74465962,864869,303.857,5,2018-02-15T00:00:00.000,3557.61
All Campuses,, , ,2018,2,16, ,607482.14,35069.29,95703.22,241.98,3463.23,633.02,173566,43391598,16582,96164,24034907,9188,20262,5064232,1936,289992,72490738,823964,310.814,6,2018-02-16T00:00:00.000,3463.23
All Campuses,, , ,2018,2,17, ,571499.77,77264.12,107667.47,211.61,3453.66,631.26,163286,40821429,15600,108186,27039608,10336,17719,4428673,1693,289191,72289709,916221,268.373,7,2018-02-17T00:00:00.000,3453.66
All Campuses,, , ,2018,2,18, ,544813.04,74659.2,99281.43,205.75,3256.11,595.15,155661,38915232,14872,99759,24933538,9531,17229,4306064,1646,272649,68154834,846570,255.284,1,2018-02-18T00:00:00.000,3256.11
All Campuses,, , ,2018,2,19, ,610810.46,56192.68,97175.66,236.11,3486.39,637.25,174517,43629336,16673,97644,24404695,9329,19770,4941311,1889,291931,72975342,836063,301.155,2,2018-02-19T00:00:00.000,3486.39
All Campuses,, , ,2018,2,20, ,597019.95,108933.12,68500.67,295.11,3154.24,576.54,170577,42644299,16297,68831,17203258,6576,24711,6176183,2361,264119,66023740,605346,265.031,3,2018-02-20T00:00:00.000,3154.24
All Campuses,, , ,2018,2,21, ,622584.39,93152.74,69391.8,307.6,3264.65,596.73,177881,44470331,16995,69726,17427057,6662,25757,6437582,2461,273364,68334970,614930,287.479,4,2018-02-21T00:00:00.000,3264.65
All Campuses,, , ,2018,2,22, ,598076.1,107089.7,73503.52,322.12,3244.88,593.11,170879,42719739,16326,73857,18459673,7056,26972,6741376,2577,271709,67920788,645472,266.592,5,2018-02-22T00:00:00.000,3244.88
All Campuses,, , ,2018,2,23, ,602323.48,77517.2,69636.48,325.05,3215.9,587.82,172092,43023123,16442,69972,17488506,6685,27218,6802783,2600,269282,67314412,614944,284.971,6,2018-02-23T00:00:00.000,3215.9
All Campuses,, , ,2018,2,24, ,544850.33,104577.39,61766.56,313.89,2914.19,532.67,155672,38917896,14873,62064,15512054,5930,26283,6569135,2511,244019,60999085,546466,239.071,7,2018-02-24T00:00:00.000,2914.19
All Campuses,, , ,2018,2,25, ,540928.71,107765.24,64864.26,314.18,2938.27,537.07,154551,38637781,14766,65177,16290009,6227,26307,6575177,2513,246035,61502967,570871,235.203,1,2018-02-25T00:00:00.000,2938.27
All Campuses,, , ,2018,2,26, ,610188.78,110957.69,78913.19,321.24,3350.24,612.37,174340,43584930,16656,79293,19818259,7576,26899,6722945,2570,280531,70126134,689912,271.088,2,2018-02-26T00:00:00.000,3350.24
All Campuses,, , ,2018,2,27, ,620020.33,104311.8,80426.61,290.07,3370.79,616.12,177149,44287184,16925,80814,20198338,7721,24289,6070676,2321,282251,70556199,702960,280.026,3,2018-02-27T00:00:00.000,3370.79
All Campuses,, , ,2018,2,28, ,611521.99,103099.77,70086.26,281.12,3208.76,586.51,174721,43680160,16693,70424,17601463,6728,23540,5883482,2249,268684,67165105,619421,276.088,4,2018-02-28T00:00:00.000,3208.76
All Campuses,, , ,2018,3,1, ,622577.09,118376.63,86520.78,270.69,3433.26,627.54,177879,44469810,16994,86937,21728828,8306,22666,5665181,2166,287483,71863818,751957,273.781,5,2018-03-01T00:00:00.000,3433.26
All Campuses,, , ,2018,3,2, ,608891.42,120993.02,97948.43,242.7,3495.7,638.95,173969,43492261,16621,98420,24598770,9403,20322,5079269,1942,292711,73170300,842061,264.936,6,2018-03-02T00:00:00.000,3495.7
All Campuses,, , ,2018,3,3, ,540932.64,121252.14,97435.78,229.79,3244.76,593.08,154552,38638061,14766,97905,24470023,9354,19242,4809207,1838,271699,67917291,831435,227.888,7,2018-03-03T00:00:00.000,3244.76
All Campuses,, , ,2018,3,4, ,536100.47,113408.7,82750.15,235.7,3057.95,558.94,153172,38292906,14634,83149,20781873,7944,19736,4932825,1886,256056,64007605,713487,229.536,1,2018-03-04T00:00:00.000,3057.95
All Campuses,, , ,2018,3,5, ,585720.68,126318.45,96312.58,268.02,3422.34,625.54,167349,41837208,15988,96776,24187942,9246,22443,5609318,2144,286568,71634468,826753,249.46,2,2018-03-05T00:00:00.000,3422.34
All Campuses,, , ,2018,3,6, ,596294.9,115541.4,111902.68,241.6,3619.08,661.49,170370,42592510,16277,112442,28103240,10743,20231,5056378,1933,303042,75752128,952486,261.059,3,2018-03-06T00:00:00.000,3619.08
All Campuses,, , ,2018,3,7, ,603351.35,73173.33,122623.26,223.55,3753.75,686.11,172386,43096542,16470,123214,30795605,11772,18719,4678585,1788,314319,78570732,1038926,288.002,4,2018-03-07T00:00:00.000,3753.75
All Campuses,, , ,2018,3,8, ,606729.3,90190.56,132076.46,207.22,3862.39,705.96,173351,43337824,16562,132712,33169682,12679,17352,4336880,1658,323416,80844386,1114874,280.473,5,2018-03-08T00:00:00.000,3862.39
All Campuses,, , ,2018,3,9, ,606871.79,112663.24,132876.79,211.67,3876.92,708.62,173392,43348002,16566,133517,33370677,12756,17724,4429909,1693,324633,81148589,1121290,268.371,6,2018-03-09T00:00:00.000,3876.92
All Campuses,, , ,2018,3,10, ,565567.85,32970.43,115606.14,189.94,3507.01,641.01,161591,40397720,15438,116163,29033325,11098,15904,3975100,1519,293658,73406145,979158,289.213,7,2018-03-10T00:00:00.000,3507.01
All Campuses,, , ,2018,3,11, ,553877.46,97466.6,121345.28,175.08,3521.14,643.59,158251,39562692,15119,121930,30474654,11649,14661,3664216,1401,294841,73701561,1023948,247.847,1,2018-03-11T00:00:00.000,3521.14
All Campuses,, , ,2018,3,12, ,641883.82,119273.36,151456.85,176.27,4183.95,764.73,183395,45848863,17522,152186,38036873,14540,14760,3688991,1410,350341,87574727,1273288,283.748,2,2018-03-12T00:00:00.000,4183.95
All Campuses,, , ,2018,3,13, ,659205.56,81984.07,155526.95,170.35,4285.98,783.38,188344,47086130,17994,156276,39059039,14931,14265,3565247,1363,358885,89710416,1307511,313.433,3,2018-03-13T00:00:00.000,4285.98
All Campuses,, , ,2018,3,14, ,669122.87,110380.69,161686.52,167.18,4390.56,802.5,191178,47794510,18265,162465,40605953,15522,13999,3498784,1337,367642,91899247,1357739,303.427,4,2018-03-14T00:00:00.000,4390.56
All Campuses,, , ,2018,3,15, ,636688.14,104481.26,120825.46,208.21,3830.59,700.15,181911,45477742,17380,121407,30344107,11599,17434,4357500,1666,320753,80179349,1027742,288.983,5,2018-03-15T00:00:00.000,3830.59
All Campuses,, , ,2018,3,16, ,613818.24,92424.91,114175.39,210.99,3675.53,671.82,175377,43844177,16755,114725,28674007,10961,17668,4415783,1688,307769,76933967,972346,283.159,6,2018-03-16T00:00:00.000,3675.53
All Campuses,, , ,2018,3,17, ,567207.32,123132.46,99413.27,206.75,3335.1,609.59,162059,40514825,15483,99892,24966650,9544,17312,4326954,1654,279263,69808429,849775,241.143,7,2018-03-17T00:00:00.000,3335.1
All Campuses,, , ,2018,3,18, ,536900.33,126771.46,87251.34,206.17,3085.17,563.91,153400,38350039,14656,87671,21912301,8376,17264,4314873,1649,258335,64577213,749570,222.724,1,2018-03-18T00:00:00.000,3085.17
All Campuses,, , ,2018,3,19, ,610816.99,124065.84,108639.34,246.08,3633.95,664.21,174519,43629802,16673,109162,27283684,10429,20605,5150045,1969,304287,76063532,927774,264.322,2,2018-03-19T00:00:00.000,3633.95
All Campuses,, , ,2018,3,20, ,634738.35,128578.9,128936.06,229.44,3942.49,720.61,181354,45338471,17326,129557,32381003,12378,19212,4801844,1836,330123,82521318,1092442,274.799,3,2018-03-20T00:00:00.000,3942.49
All Campuses,, , ,2018,3,21, ,640912.77,102689.21,148918.32,201.62,4175.53,763.19,183118,45779502,17495,149635,37399346,14296,16883,4219584,1613,349636,87398432,1252889,292.276,4,2018-03-21T00:00:00.000,4175.53
All Campuses,, , ,2018,3,22, ,668937.81,75871.58,172475.08,178.42,4530.64,828.09,191125,47781291,18260,173306,43315391,16558,14940,3734117,1427,379371,94830799,1444031,321.99,5,2018-03-22T00:00:00.000,4530.64
All Campuses,, , ,2018,3,23, ,671548.76,125614.78,177080.91,160.62,4577.01,836.57,191871,47967788,18331,177934,44472099,17000,13450,3361533,1285,383254,95801420,1481126,296.456,6,2018-03-23T00:00:00.000,4577.01
All Campuses,, , ,2018,3,24, ,603966.68,98705.14,141136.65,180.34,3934.8,719.19,172562,43140494,16486,141816,35445059,13549,15101,3774275,1443,329479,82359828,1187087,274.361,7,2018-03-24T00:00:00.000,3934.8
All Campuses,, , ,2018,3,25, ,560259.86,116525.3,119032.44,196.67,3536.75,646.44,160074,40018577,15293,119606,29893806,11427,16468,4115993,1573,296148,74028377,1006060,240.929,1,2018-03-25T00:00:00.000,3536.75
All Campuses,, , ,2018,3,26, ,621102.03,131002.85,125936.96,207.67,3838.2,701.54,177458,44364448,16954,126543,31627809,12090,17389,4346123,1661,321390,80338380,1067138,266.147,2,2018-03-26T00:00:00.000,3838.2
All Campuses,, , ,2018,3,27, ,631863.14,133439.64,121369.91,212.01,3824.45,699.03,180532,45133100,17248,121954,30480838,11652,17752,4436956,1696,320239,80050894,1031635,270.641,3,2018-03-27T00:00:00.000,3824.45
All Campuses,, , ,2018,3,28, ,647119.98,138520.68,131822.9,210.35,4000.29,731.17,184891,46222874,17664,132458,33106004,12655,17613,4402209,1683,334962,83731087,1116723,276.216,4,2018-03-28T00:00:00.000,4000.29
All Campuses,, , ,2018,3,29, ,633759.74,134449.28,156820.24,185.58,4229.9,773.13,181074,45268571,17300,157575,39383835,15055,15539,3883869,1485,354189,88536276,1315416,271.099,5,2018-03-29T00:00:00.000,4229.9
All Campuses,, , ,2018,3,30, ,662669.63,137797.53,175471.61,179.69,4546.48,830.99,189334,47333564,18089,176317,44067940,16845,15047,3760685,1438,380697,95162189,1467401,285.004,6,2018-03-30T00:00:00.000,4546.48
All Campuses,, , ,2018,3,31, ,630723.68,119391.32,171583.73,181.2,4392.32,802.81,180207,45051709,17217,172410,43091538,16472,15172,3792173,1450,367789,91935420,1433232,277.606,7,2018-03-31T00:00:00.000,4392.32
All Campuses,, , ,2018,4,1, ,602913.01,103958.74,168653.29,180.09,4261.15,778.83,172261,43065232,16458,169465,42355587,16191,15079,3768890,1441,356806,89189709,1407118,270.937,1,2018-04-01T00:00:00.000,4261.15
All Campuses,, , ,2018,4,2, ,665894.61,135431.64,190887.36,195.23,4758.01,869.65,190256,47563920,18177,191806,47939451,18325,16348,4085919,1562,398410,99589290,1591038,288.062,2,2018-04-02T00:00:00.000,4758.01
All Campuses,, , ,2018,4,3, ,679458.09,125668.06,189045.66,178.77,4765.72,871.06,194131,48532740,18547,189956,47476927,18148,14969,3741311,1430,399056,99750979,1577605,300.699,3,2018-04-03T00:00:00.000,4765.72
